FID,ROADWAY,ROAD_SIDE,OFFSET_DIR,BEGIN_POST,END_POST,SPEED,Shape_Leng,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
14606,02010000,C, ,15.693,17.521,50,2939.5573,7,02,Citrus,7,2939.55731953878
14607,02530000,C, ,0,5.179,35,8339.6633,7,02,Citrus,7,8339.66330977247
14608,37501000,C, ,0.957,1.751,40,1275.0755,2,37,Suwannee,2,1275.07553083078
14609,15000068,C, ,0,1.6,30,2569.2127,7,15,Pinellas,7,2569.21271847988
14610,72000086,C, ,0,0.808,25,1300.8759,2,72,Duval,2,1300.8758562708
14611,06050000,C, ,9.121,9.621,55,804.4672,1,06,Hardee,1,804.467153500866
14612,14580000,C, ,0,1.765,40,2842.7782,7,14,Pasco,7,2842.77815127004
14613,04000011,C, ,0,1.29,30,2071.112,1,04,Desoto,1,2071.11203554157
14614,87281000,R, ,5.379,5.647,30,430.6909,6,87,Miami-Dade,6,430.690885547597
14615,71010000,C, ,9.8,10.391,55,950.8379,2,71,Clay,2,950.837920205438
14616,78030000,C, ,3.429,7.221,50,6103.231,2,78,St. Johns,2,6103.23102490806
14617,70120000,C, ,7.261,8.398,45,1830.148,5,70,Brevard,5,1830.14800331363
14618,03080000,C, ,16.133,16.633,55,804.4355,1,03,Collier,1,804.435504190731
14619,15000407,C, ,0,0.552,35,888.9355,7,15,Pinellas,7,888.935473251835
14620,39020000,C, ,1.3,2.688,50,2232.6231,2,39,Union,2,2232.62306237669
14621,37000050,C, ,0,2.464,45,3974.4723,2,37,Suwannee,2,3974.47225229853
14622,47000002,C, ,0.375,0.863,45,785.1868,3,47,Calhoun,3,785.186833089341
14623,38509500,C, ,0,6.5,35,10478.3447,2,38,Taylor,2,10478.3446914858
14624,78010000,C, ,11.695,12.288,45,954.7727,2,78,St. Johns,2,954.772711392831
14625,70011000,C, ,0,2.471,45,3963.2703,5,70,Brevard,5,3963.27031398746
14626,71140000,C, ,0,3.372,45,5420.6356,2,71,Clay,2,5420.63557519083
14627,02080000,C, ,21.795,22.297,35,807.4018,7,02,Citrus,7,807.40181019476
14628,15050005,C, ,4.848,5.978,40,1817.0961,7,15,Pinellas,7,1817.09611919322
14629,14000166,C, ,0,1.353,30,2167.8488,7,14,Pasco,7,2167.84881825501
14630,02050000,C, ,12.85,15.2,50,3783.4692,7,02,Citrus,7,3783.46917839698
14631,15000003,C, ,0,2.137,30,3436.8785,7,15,Pinellas,7,3436.87847475617
14632,04000006,C, ,0.17,1.544,30,2210.739,1,04,Desoto,1,2210.73899567514
14633,15050007,C, ,0,1.198,35,1916.6274,7,15,Pinellas,7,1916.62736871922
14634,14571000,C, ,4.194,6.264,60,3329.0013,7,14,Pasco,7,3329.00126471283
14635,48280000,C, ,0.727,1.843,55,1796.5503,3,48,Escambia,3,1796.55029318531
14636,02000004,C, ,0.999,3.284,40,3689.0363,7,02,Citrus,7,3689.03625218562
14637,15000047,C, ,0,1.328,30,2120.7504,7,15,Pinellas,7,2120.75035095996
14638,71070000,C, ,0.9,1.6,45,1126.211,2,71,Clay,2,1126.21099100227
14639,78030000,C, ,0.66,0.961,45,484.3975,2,78,St. Johns,2,484.397518771431
14640,70050000,C, ,0.8,9.111,65,13372.8007,5,70,Brevard,5,13372.8007024664
14641,71530000,C, ,9.128,10.263,40,1829.0452,2,71,Clay,2,1829.04524196558
14642,87260526,C, ,0,1.013,40,1624.8609,6,87,Miami-Dade,6,1624.86090352749
14643,14000069,C, ,3.351,6.863,45,5655.4142,7,14,Pasco,7,5655.41424813539
14644,38580000,C, ,0,0.233,25,374.9891,2,38,Taylor,2,374.989114026844
14645,39520000,C, ,0,2.775,55,4466.6798,2,39,Union,2,4466.67982516129
14646,70100000,C, ,15.284,15.79,50,814.476,5,70,Brevard,5,814.475957905016
14647,72000161,C, ,0,0.32,40,513.6361,2,72,Duval,2,513.636139750634
14648,72000211,C, ,0,0.109,35,171.0426,2,72,Duval,2,171.042603746646
14649,14510001,C, ,0,1.891,45,3038.7281,7,14,Pasco,7,3038.72810107712
14650,15050005,C, ,2.217,2.459,30,389.092,7,15,Pinellas,7,389.09195577821
14651,14000088,C, ,0,2.378,45,3845.8832,7,14,Pasco,7,3845.88316028918
14652,37040000,C, ,12.387,12.576,55,304.0522,2,37,Suwannee,2,304.052150536056
14653,03510000,C, ,2.487,2.86,25,600.3765,1,03,Collier,1,600.376518842519
14654,46160102,C, ,0,0.296,45,474.0242,3,46,Bay,3,474.024215282151
14655,15000084,C, ,0,0.798,35,1292.4482,7,15,Pinellas,7,1292.44820201429
14656,15070000,C, ,0.602,1.26,40,1059.3037,7,15,Pinellas,7,1059.30370973599
14657,14090000,C, ,24.381,28.651,55,6870.6905,7,14,Pasco,7,6870.69053016907
14658,70471000,C, ,0,1,55,1610.1143,5,70,Brevard,8,1610.11427936283
14659,02000047,C, ,0,1.6,30,2584.7175,7,02,Citrus,7,2584.71753718468
14660,47010000,C, ,19.789,20,45,339.9951,3,47,Calhoun,3,339.995143173796
14661,78000006,C, ,0,1.599,25,2572.1239,2,78,St. Johns,2,2572.12388086077
14662,70020000,C, ,4.22,4.67,40,723.9827,5,70,Brevard,5,723.98273518328
14663,71530000,C, ,1.832,2.52,25,1108.9021,2,71,Clay,2,1108.9020851374
14664,02000022,C, ,0,4.448,40,7154.7274,7,02,Citrus,7,7154.72736546832
14665,14000083,C, ,0,1.081,45,1741.2375,7,14,Pasco,7,1741.2375128633
14666,37060000,C, ,17.303,17.368,35,104.6074,2,37,Suwannee,2,104.60740962345
14667,72000078,C, ,0.5,2.196,35,2743.8979,2,72,Duval,2,2743.89791436353
14668,72000307,C, ,0,0.352,35,567.2643,2,72,Duval,2,567.264304681407
14669,14510000,C, ,11.824,12.209,35,618.677,7,14,Pasco,7,618.677031616613
14670,15509000,C, ,2.061,2.519,35,736.0238,7,15,Pinellas,7,736.023766923264
14671,87260521,C, ,0.793,1.273,35,781.6267,6,87,Miami-Dade,6,781.626688471667
14672,14630000,C, ,8.662,8.781,35,191.7549,7,14,Pasco,7,191.754911177282
14673,71110000,C, ,4.393,4.87,45,767.581,2,71,Clay,2,767.581015190375
14674,78090000,C, ,0,0.252,45,405.5724,2,78,St. Johns,2,405.572427765271
14675,70100000,C, ,0,2.7,65,4346.1548,5,70,Brevard,5,4346.154772268
14676,14000154,C, ,0,1.047,30,1688.9019,7,14,Pasco,7,1688.90190173521
14677,87260151,R, ,0.7,0.801,30,162.7515,6,87,Miami-Dade,6,162.751544542906
14678,15000457,C, ,0.782,2.673,45,3058.7118,7,15,Pinellas,7,3058.71184148956
14679,39020000,C, ,10.589,16.282,60,9157.4749,2,39,Union,2,9157.47488167548
14680,47040000,C, ,18.467,25.062,60,10639.8731,3,47,Calhoun,3,10639.8730926643
14681,39050000,C, ,13,13.2,55,321.6832,2,39,Union,2,321.683209275148
14682,78002000,C, ,0.539,2.439,50,3060.8786,2,78,St. Johns,2,3060.87864863241
14683,70016000,C, ,0,0.632,40,1018.3338,5,70,Brevard,5,1018.33382209331
14684,72000008,C, ,0.032,11.03,45,17694.838,2,72,Duval,2,17694.8379891601
14685,07550000,C, ,2.744,3.608,35,1391.0295,1,07,Hendry,1,1391.02946689372
14686,02000021,C, ,0,0.549,30,886.5174,7,02,Citrus,7,886.517444163276
14687,02504000,L, ,0,0.069,30,110.3016,7,02,Citrus,7,110.30162435529
14688,37060000,C, ,16.429,16.615,45,299.3196,2,37,Suwannee,2,299.319626449561
14689,72000128,C, ,0,1.2,45,1931.9341,2,72,Duval,2,1931.9341160934
14690,06080000,C, ,0.584,0.994,50,659.6817,1,06,Hardee,1,659.6816678947
14691,14571000,C, ,0,4.194,55,6744.6943,7,14,Pasco,7,6744.6943335569
14692,04000012,C, ,0,0.951,30,1539.3006,1,04,Desoto,1,1539.30060088222
14693,87281000,R, ,3.824,4.26,30,700.7102,6,87,Miami-Dade,6,700.710241847518
14694,71040000,C, ,0.959,1.388,35,690.4269,2,71,Clay,2,690.426875576217
14695,78501000,C, ,0.467,3.456,55,4810.963,2,78,St. Johns,2,4810.96299392006
14696,70060000,C, ,34.059,36.148,35,3363.2612,5,70,Brevard,5,3363.26116192385
14697,72000087,C, ,0,0.599,25,974.3878,2,72,Duval,2,974.387808835176
14698,03010000,C, ,1.735,2.862,55,1812.9957,1,03,Collier,1,1812.9956642663
14699,15000445,C, ,0,1.695,30,2724.8065,7,15,Pinellas,7,2724.80652636773
14700,38040000,C, ,0.7,0.913,30,342.8958,2,38,Taylor,2,342.895836358605
14701,39070000,C, ,0.12,0.892,40,1261.7576,2,39,Union,2,1261.75763203467
14702,47000002,C, ,3.117,3.402,45,458.5945,3,47,Calhoun,3,458.59454160453
14703,39010000,C, ,4.86,5.3,40,708.0824,2,39,Union,2,708.082440205611
14704,78000008,C, ,0,0.93,25,1477.1095,2,78,St. Johns,2,1477.1095233235
14705,71511000,C, ,0,0.74,25,1193.0389,2,71,Clay,2,1193.03886153701
14706,02520000,C, ,2.366,8.865,55,10452.991,7,02,Citrus,7,10452.9909893963
14707,08000050,C, ,5.383,6.085,45,1128.6502,7,08,Hernando,7,1128.65019546238
14708,14000133,C, ,0.886,2.182,30,2085.0584,7,14,Pasco,7,2085.05837412662
14709,02050000,C, ,20.505,22.159,55,2662.8333,7,02,Citrus,7,2662.83333298326
14710,37040000,C, ,31.71,32.01,45,482.5138,2,37,Suwannee,2,482.513766363552
14711,03521000,C, ,0,1.38,45,2221.9182,1,03,Collier,1,2221.91819135228
14712,46140006,C, ,0,0.348,35,551.2425,3,46,Bay,3,551.242496311222
14713,15050007,C, ,1.198,1.595,25,635.1049,7,15,Pinellas,7,635.104947603568
14714,14050000,C, ,2.948,4.062,45,1792.1824,7,14,Pasco,7,1792.18244800593
14715,15510000,C, ,4.779,8.963,45,6736.2204,7,15,Pinellas,7,6736.22036889134
14716,15000451,C, ,0,1.747,45,2807.7528,7,15,Pinellas,7,2807.75277922525
14717,02000005,C, ,0,1.342,30,2156.3464,7,02,Citrus,7,2156.34637742945
14718,02580000,C, ,0.752,1.727,30,1566.5613,7,02,Citrus,7,1566.56128878478
14719,38020000,C, ,1.56,2.137,45,928.7811,2,38,Taylor,2,928.781135146941
14720,15000037,C, ,0,0.665,25,1079.7669,7,15,Pinellas,7,1079.76688044819
14721,72000052,C, ,0,1.018,30,1644.3992,2,72,Duval,2,1644.39915207603
14722,06600000,C, ,0,2.305,55,3712.3481,1,06,Hardee,1,3712.34809261016
14723,14570200,C, ,0,0.077,45,134.735,7,14,Pasco,7,134.73503562046
14724,04040000,C, ,15.964,31.77,60,25446.614,1,04,Desoto,1,25446.6139741045
14725,03000018,C, ,0,3.052,30,4924.644,1,03,Collier,1,4924.64400769436
14726,71040000,C, ,0,0.159,55,257.4699,2,71,Clay,2,257.46987653134
14727,78070503,C, ,0,4.268,45,6869.9377,2,78,St. Johns,2,6869.93767486134
14728,70050001,C, ,0,0.228,30,373.5005,5,70,Brevard,5,373.500452914149
14729,72000068,C, ,0,0.916,30,1470.8519,2,72,Duval,2,1470.85193162541
14730,03010000,C, ,11.59,12.293,30,1130.8676,1,03,Collier,1,1130.86763694692
14731,15000409,C, ,1.618,4.304,30,4323.9849,7,15,Pinellas,7,4323.98493947684
14732,38580000,C, ,13.469,13.604,35,217.3009,2,38,Taylor,2,217.300877135134
14733,37000048,C, ,0,4.041,45,6499.7385,2,37,Suwannee,2,6499.73850118991
14734,47501006,C, ,0,0.891,35,1431.7927,3,47,Calhoun,3,1431.79272282215
14735,38090000,C, ,23.815,24.698,40,1422.1613,2,38,Taylor,2,1422.16125634098
14736,78000013,C, ,0.62,1.175,25,894.6524,2,78,St. Johns,2,894.652388512614
14737,71518500,C, ,0,1.147,25,1845.8527,2,71,Clay,2,1845.85273977474
14738,02520000,C, ,0,2.294,55,3689.6061,7,02,Citrus,7,3689.6060518208
14739,08000008,C, ,3.659,4.825,40,1879.7915,7,08,Hernando,7,1879.79150491197
14740,14000114,C, ,3.26,7.845,50,7371.0819,7,14,Pasco,7,7371.08188704808
14741,02040000,C, ,0.111,0.36,40,389.6378,7,02,Citrus,7,389.637772288519
14742,37040000,C, ,32.01,32.199,55,304.1368,2,37,Suwannee,2,304.136792098276
14743,03550000,C, ,7.535,8.047,25,824.9604,1,03,Collier,1,824.960449816757
14744,15080500,C, ,0,1.529,40,2460.1729,7,15,Pinellas,7,2460.17288013947
14745,14130000,C, ,0,0.14,40,221.1036,7,14,Pasco,7,221.103582043589
14746,48205000,C, ,2.875,3.702,55,1336.0105,3,48,Escambia,3,1336.01050213836
14747,02000018,C, ,0.936,2.986,35,3313.4193,7,02,Citrus,7,3313.41934501983
14748,04583000,C, ,0.993,2.511,45,2424.6639,1,04,Desoto,1,2424.66385735112
14749,71020000,C, ,8.205,8.462,45,413.0871,2,71,Clay,2,413.087135548868
14750,78051000,C, ,16.7,17.45,45,1206.551,2,78,St. Johns,2,1206.55104369238
14751,70060001,C, ,2.577,2.975,45,642.3555,5,70,Brevard,5,642.35553402477
14752,71560000,C, ,0,2.565,45,4130.8293,2,71,Clay,2,4130.82929316161
14753,03060000,C, ,2.027,3.444,35,2280.2471,1,03,Collier,1,2280.24707278553
14754,02505000,C, ,0.222,0.949,50,1170.5373,7,02,Citrus,7,1170.53726689638
14755,38010000,C, ,26.938,27.458,40,837.3197,2,38,Taylor,2,837.319737533643
14756,38600000,C, ,12.497,16.422,45,6316.7661,2,38,Taylor,2,6316.76609695019
14757,15000081,C, ,0,1.209,30,1937.2365,7,15,Pinellas,7,1937.23647503336
14758,78010000,C, ,7.812,9.618,55,2907.6586,2,78,St. Johns,2,2907.65860887326
14759,72000284,C, ,0,0.742,35,1194.0241,2,72,Duval,2,1194.02406595412
14760,14570000,C, ,10.444,11.345,45,1452.9591,7,14,Pasco,7,1452.95912533678
14761,08000023,C, ,0,0.656,25,1052.4331,7,08,Hernando,7,1052.43311895849
14762,14000081,C, ,4.172,5.177,50,1617.1898,7,14,Pasco,7,1617.18984323344
14763,87270160,C, ,0,0.068,30,107.9548,6,87,Miami-Dade,6,107.954769119047
14764,37040000,C, ,25.2,25.5,45,482.7259,2,37,Suwannee,2,482.725890689961
14765,72000011,C, ,0.691,2.573,45,3024.8065,2,72,Duval,2,3024.80649712935
14766,78060000,C, ,15.772,15.828,55,90.1849,2,78,St. Johns,2,90.1848564956378
14767,70100000,C, ,2.7,4.1,55,2253.6258,5,70,Brevard,5,2253.62584225016
14768,08000021,C, ,0,0.83,20,1334.2908,7,08,Hernando,7,1334.29080822621
14769,14090000,C, ,0.319,2.5,50,3509.3189,7,14,Pasco,7,3509.31885749358
14770,70506000,C, ,3.52,4.728,50,1945.2326,5,70,Brevard,5,1945.23256727189
14771,02000003,C, ,2.343,3.23,55,1428.0195,7,02,Citrus,7,1428.01953777452
14772,46640000,C, ,7.785,14.608,55,11007.3287,3,46,Bay,3,11007.3286626639
14773,39570000,C, ,2.438,3.451,35,1631.542,2,39,Union,2,1631.54200927632
14774,78020000,C, ,3.776,7.681,60,6287.1857,2,78,St. Johns,2,6287.18570653859
14775,70030000,C, ,1.584,2.03,45,717.7037,5,70,Brevard,5,717.703744288552
14776,71580005,C, ,0,1.206,35,1940.4912,2,71,Clay,2,1940.4911594514
14777,02010000,C, ,5.721,6.226,40,812.1311,7,02,Citrus,7,812.131143440878
14778,14000075,C, ,1.122,1.405,30,459.1703,7,14,Pasco,7,459.170250140389
14779,37505001,C, ,0,0.689,25,1118.9511,2,37,Suwannee,2,1118.95111303901
14780,72000050,C, ,0,1.393,30,2236.9886,2,72,Duval,2,2236.9885664163
14781,72000202,C, ,2.823,4.504,40,2705.8231,2,72,Duval,2,2705.82310337262
14782,14570002,C, ,0.433,1.66,50,1963.1273,7,14,Pasco,7,1963.12731318797
14783,48000016,C, ,0,1.369,35,2201.2584,3,48,Escambia,3,2201.25836817771
14784,87260530,C, ,0,0.982,40,1608.9282,6,87,Miami-Dade,6,1608.92818620062
14785,71050000,C, ,15.017,16.29,45,2047.2479,2,71,Clay,2,2047.24790925042
14786,78501000,C, ,3.741,3.973,35,374.1225,2,78,St. Johns,2,374.122542637075
14787,70110000,C, ,5.565,6.85,50,2072.0495,5,70,Brevard,5,2072.04945633243
14788,14000090,C, ,0.198,0.565,30,579.6842,7,14,Pasco,7,579.68418146156
14789,70520000,C, ,10.218,10.775,35,897.2606,5,70,Brevard,5,897.260627620549
14790,15000424,C, ,0,0.413,35,676.6833,7,15,Pinellas,7,676.683348217191
14791,38652000,C, ,2.698,3.193,30,796.6265,2,38,Taylor,2,796.626503863254
14792,47501008,C, ,0,0.611,35,985.6795,3,47,Calhoun,3,985.679473225114
14793,46000001,C, ,0,1.2,35,1933.7629,3,46,Bay,3,1933.7628687353
14794,78010000,C, ,15.84,15.87,45,48.3116,2,78,St. Johns,2,48.3116414442607
14795,70011000,C, ,2.471,3.056,40,938.3998,5,70,Brevard,5,938.399830047494
14796,71120000,C, ,10.318,10.642,35,521.5615,2,71,Clay,2,521.561525206028
14797,14000081,C, ,5.177,5.502,50,522.9833,7,14,Pasco,7,522.983325871875
14798,07550000,C, ,0,0.06,25,96.6488,1,07,Hendry,1,96.6488200726677
14799,02000032,C, ,0,2.049,25,3294.4202,7,02,Citrus,7,3294.42021820066
14800,14000061,C, ,0.296,2.929,45,4237.0571,7,14,Pasco,7,4237.05708371461
14801,37510000,C, ,0.516,1.265,35,1205.3184,2,37,Suwannee,2,1205.3184419062
14802,07010000,C, ,31.322,31.822,45,804.3954,1,07,Hendry,1,804.395427504777
14803,14150000,C, ,0,2.004,40,3186.3929,7,14,Pasco,7,3186.39290769416
14804,04020102,C, ,6.524,6.971,60,720.5776,1,04,Desoto,1,720.577637009426
14805,71070000,C, ,1.756,2.031,35,442.4883,2,71,Clay,2,442.488268429547
14806,78030000,C, ,0.301,0.66,40,577.8288,2,78,St. Johns,2,577.828769832998
14807,70060000,C, ,2.8,3.3,45,804.966,5,70,Brevard,5,804.966004369927
14808,71523000,C, ,2.9,3.256,45,573.3724,2,71,Clay,2,573.372396761746
14809,03080000,C, ,16.633,17.296,45,1066.8245,1,03,Collier,1,1066.82452011654
14810,15000428,C, ,0,0.217,30,348.9413,7,15,Pinellas,7,348.941266544147
14811,37580000,C, ,9.432,10.335,45,1452.1948,2,37,Suwannee,2,1452.19475632711
14812,38520000,C, ,0,1.28,30,2062.6128,2,38,Taylor,2,2062.61284042389
14813,47000002,C, ,3.944,4.209,45,426.355,3,47,Calhoun,3,426.355021799712
14814,38510000,C, ,2.879,3.392,25,825.6439,2,38,Taylor,2,825.643918152085
14815,78000041,C, ,0,0.351,20,565.871,2,78,St. Johns,2,565.871034083531
14816,72000015,C, ,1.569,2.251,40,1097.6603,2,72,Duval,2,1097.66034807847
14817,02100000,R, ,2.868,3.071,60,326.8233,7,02,Citrus,7,326.823332512686
14818,08000009,C, ,2.991,10.21,45,11607.2328,7,08,Hernando,7,11607.2328025924
14819,14000116,C, ,7.624,8.562,35,1508.9949,7,14,Pasco,7,1508.99485824855
14820,02050000,C, ,15.2,16.668,45,2363.3757,7,02,Citrus,7,2363.37566635784
14821,37040000,C, ,1.181,5.285,60,6602.7017,2,37,Suwannee,2,6602.70173698582
14822,03590000,C, ,4.136,6.966,45,4554.6179,1,03,Collier,1,4554.61790626367
14823,46528000,C, ,0,1.022,35,1644.5098,3,46,Bay,3,1644.50979341533
14824,07030000,C, ,1.493,2.111,50,994.3497,1,07,Hendry,1,994.349697171844
14825,14070001,C, ,20.283,20.97,50,1100.2581,7,14,Pasco,7,1100.25809386599
14826,48260213,C, ,0,2.617,70,4230.8031,3,48,Escambia,3,4230.80306288339
14827,15000425,C, ,0,0.863,30,1388.7556,7,15,Pinellas,7,1388.75560005097
14828,47020000,C, ,22.242,22.664,45,680.4575,3,47,Calhoun,3,680.457523901783
14829,78000001,C, ,1.6,2.836,30,1984.0929,2,78,St. Johns,2,1984.09294248346
14830,70060001,C, ,0,2.577,35,4147.3504,5,70,Brevard,5,4147.35039582093
14831,71120000,C, ,12.826,14.638,45,2916.8361,2,71,Clay,2,2916.83608207164
14832,03030000,C, ,4.306,7.578,55,5272.5705,1,03,Collier,1,5272.57045111042
14833,02070000,C, ,0,4.724,50,7587.0768,7,02,Citrus,7,7587.07678999928
14834,02540000,C, ,1.864,2.505,35,1030.5371,7,02,Citrus,7,1030.53713234927
14835,37550000,C, ,2.187,14.633,55,20029.128,2,37,Suwannee,2,20029.128035637
14836,78005000,C, ,2.53,3.395,45,1392.4482,2,78,St. Johns,2,1392.4482485059
14837,72000213,C, ,0,1.542,25,2477.4276,2,72,Duval,2,2477.4275870625
14838,14660000,C, ,1.297,2.339,35,1677.914,7,14,Pasco,7,1677.9140152286
14839,15050005,C, ,3.81,3.993,30,294.2949,7,15,Pinellas,7,294.294869844057
14840,14000144,C, ,0,0.419,30,673.8093,7,14,Pasco,7,673.809310709867
14841,87260525,C, ,0,1.551,40,2537.2527,6,87,Miami-Dade,6,2537.25268680081
14842,15000025,C, ,1.272,1.741,25,754.7291,7,15,Pinellas,7,754.729051140144
14843,71110000,C, ,22.732,23.109,45,606.6461,2,71,Clay,2,606.646115967884
14844,78090000,C, ,8.228,8.919,45,1111.9985,2,78,St. Johns,2,1111.99846854281
14845,70140000,C, ,1.688,1.745,40,91.709,5,70,Brevard,5,91.7090472423812
14846,15090000,C, ,2.438,3.187,40,1203.076,7,15,Pinellas,7,1203.07595020249
14847,14090000,C, ,2.5,3.631,55,1819.7407,7,14,Pasco,7,1819.74065633537
14848,48260000,C, ,0,9.25,70,14924.7346,3,48,Escambia,3,14924.7345804167
14849,15000403,C, ,0,0.514,45,829.3497,7,15,Pinellas,7,829.349713473397
14850,15000076,C, ,0,1,30,1620.4968,7,15,Pinellas,7,1620.49681324042
14851,47000002,C, ,6.143,6.71,45,911.1714,3,47,Calhoun,3,911.171385266037
14852,78002000,C, ,0,0.539,45,868.3553,2,78,St. Johns,2,868.35530506387
14853,70030000,C, ,0,1.1,45,1770.082,5,70,Brevard,5,1770.08199964863
14854,71527500,C, ,1.711,3.124,45,2278.8868,2,71,Clay,2,2278.88678738972
14855,08000019,C, ,0.793,3.735,50,4741.1231,7,08,Hernando,7,4741.12314902931
14856,02010000,C, ,18.799,23.312,55,7257.2933,7,02,Citrus,7,7257.29329608674
14857,02504000,C, ,0.069,2.143,30,3338.7157,7,02,Citrus,7,3338.7157262348
14858,37504000,C, ,0.516,1.244,30,1172.5086,2,37,Suwannee,2,1172.50863056522
14859,15000064,C, ,0,0.938,25,1511.547,7,15,Pinellas,7,1511.54698423855
14860,03000007,C, ,0.236,0.716,30,777.2019,1,03,Collier,1,777.201862679576
14861,46600000,C, ,1.501,4.308,45,4512.2552,3,46,Bay,3,4512.25522734476
14862,78000057,C, ,0,3.1,45,4979.3281,2,78,St. Johns,2,4979.32810067297
14863,70020000,C, ,35.209,35.549,50,546.9522,5,70,Brevard,5,546.952154782177
14864,71530000,C, ,0.707,1.733,45,1653.6733,2,71,Clay,2,1653.67325692659
14865,87270000,R, ,11.652,17.199,55,8922.492,6,87,Miami-Dade,6,8922.49198221647
14866,02510000,C, ,4.134,5.035,45,1452.1754,7,02,Citrus,7,1452.1754410781
14867,38000009,C, ,0,0.337,15,542.0829,2,38,Taylor,2,542.082879361106
14868,78000007,C, ,1.007,1.797,35,1271.5555,2,78,St. Johns,2,1271.55553631912
14869,72000285,C, ,0,5.588,45,8973.2292,2,72,Duval,2,8973.22917471106
14870,14570003,C, ,0,0.122,45,195.8133,7,14,Pasco,7,195.813305319329
14871,08000022,C, ,1.917,2.453,25,863.9188,7,08,Hernando,7,863.91879509945
14872,14000088,C, ,2.378,3.393,45,1641.5361,7,14,Pasco,7,1641.53611867848
14873,03030001,C, ,16.205,16.843,45,1026.1205,1,03,Collier,1,1026.12046218383
14874,37040000,C, ,12.943,13.132,55,304.0412,2,37,Suwannee,2,304.04119804545
14875,71110000,C, ,7.28,7.586,45,492.3662,2,71,Clay,2,492.366208920689
14876,78060000,C, ,6.303,6.585,45,454.1368,2,78,St. Johns,2,454.136787303012
14877,15000044,C, ,0,2.544,35,4060.751,7,15,Pinellas,7,4060.75097450687
14878,15070500,C, ,0,1.284,35,2063.913,7,15,Pinellas,7,2063.91302764639
14879,14050000,C, ,1.292,2.236,55,1518.7087,7,14,Pasco,7,1518.70866378558
14880,70501000,C, ,6.629,7.325,35,1120.6701,5,70,Brevard,5,1120.67011402727
14881,15000440,C, ,0,0.076,35,122.2403,7,15,Pinellas,7,122.240318791352
14882,47000003,C, ,5.558,5.657,15,159.7253,3,47,Calhoun,3,159.725337612784
14883,78004000,C, ,0.39,0.862,55,757.6533,2,78,St. Johns,2,757.653293830201
14884,70020000,C, ,3.865,3.96,35,152.8312,5,70,Brevard,5,152.831232874935
14885,72000028,C, ,1.2,2.19,45,1593.6787,2,72,Duval,2,1593.67869791319
14886,02030000,C, ,0,1.731,60,2786.6689,7,02,Citrus,7,2786.66885167721
14887,02540000,C, ,0,0.123,5,197.7659,7,02,Citrus,7,197.765914052825
14888,38060000,C, ,0,2.646,45,4268.5636,2,38,Taylor,2,4268.56360955224
14889,15000064,C, ,0.938,3.376,35,3928.5397,7,15,Pinellas,7,3928.53970940637
14890,72000121,C, ,0,7.859,45,12647.3531,2,72,Duval,2,12647.3530958264
14891,48527500,C, ,0,1.5,35,2424.7767,3,48,Escambia,3,2424.77673755826
14892,14580000,C, ,5.753,7.308,25,2504.5727,7,14,Pasco,7,2504.57266762589
14893,15540500,C, ,0,4.273,40,6881.4561,7,15,Pinellas,7,6881.45613082293
14894,04010000,C, ,12.407,13.198,45,1273.4829,1,04,Desoto,1,1273.48290955794
14895,14630000,C, ,8.19,8.662,45,760.345,7,14,Pasco,7,760.34496337619
14896,87290000,L, ,0,0.774,30,1250.7814,6,87,Miami-Dade,6,1250.7813540573
14897,71050000,C, ,10.689,10.888,55,319.975,2,71,Clay,2,319.975042939279
14898,78507000,C, ,0,0.703,35,1132.6102,2,78,St. Johns,2,1132.61016968528
14899,70140000,C, ,0.7,0.947,35,397.33,5,70,Brevard,5,397.33004793189
14900,14000140,C, ,0,0.563,25,903.5659,7,14,Pasco,7,903.565872253952
14901,70520000,C, ,8.55,8.713,40,262.6527,5,70,Brevard,5,262.652651496493
14902,15000444,C, ,0,0.751,30,1207.8752,7,15,Pinellas,7,1207.87521425363
14903,38580000,C, ,13.604,14.482,30,1413.2354,2,38,Taylor,2,1413.23537018826
14904,37010000,C, ,4.772,5.737,45,1553.3026,2,37,Suwannee,2,1553.30257989701
14905,47000002,C, ,0.246,0.375,35,207.5716,3,47,Calhoun,3,207.571584482019
14906,38510000,C, ,5.338,8.176,45,4567.3437,2,38,Taylor,2,4567.343689263
14907,78001000,C, ,0,0.8,45,1288.2396,2,78,St. Johns,2,1288.23958803691
