FID,ROADWAY,ROAD_SIDE,OFFSET_DIR,BEGIN_POST,END_POST,SPEED,Shape_Leng,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
14294,14510000,C, ,12.209,14.172,45,3154.5327,7,14,Pasco,7,3154.53267129336
14295,15530500,C, ,0,2.195,40,3533.3613,7,15,Pinellas,7,3533.36128755539
14296,04060000,C, ,0,10.556,60,16978.5328,1,04,Desoto,1,16978.5328204633
14297,15000025,C, ,0.591,1.272,30,1095.7691,7,15,Pinellas,7,1095.76913148792
14298,71110000,C, ,5.75,5.879,30,207.7085,2,71,Clay,2,207.708543335406
14299,14000126,C, ,0,1.321,30,2112.5876,7,14,Pasco,7,2112.58761068999
14300,02050000,C, ,22.159,24.33,60,3495.1725,7,02,Citrus,7,3495.1724794265
14301,37040000,C, ,25.5,25.8,45,482.6184,2,37,Suwannee,2,482.618444084262
14302,03510000,C, ,0,2.247,45,3616.7568,1,03,Collier,1,3616.75679418586
14303,07060000,C, ,0,15.51,60,24978.0323,1,07,Hendry,1,24978.0322559603
14304,14070001,C, ,20.97,21.814,55,1358.702,7,14,Pasco,7,1358.7019910225
14305,48230000,C, ,6.949,11.09,30,6690.7513,3,48,Escambia,3,6690.7512683985
14306,02000010,C, ,2.681,4.879,50,3523.05,7,02,Citrus,7,3523.05003280277
14307,03000008,C, ,0,2.032,30,3270.3173,1,03,Collier,1,3270.31730403908
14308,71020000,C, ,2.518,8.205,55,9141.9731,2,71,Clay,2,9141.97313707276
14309,78040000,C, ,13.565,16.38,40,4530.1306,2,78,St. Johns,2,4530.13057612585
14310,70050000,C, ,16.356,16.386,35,48.2308,5,70,Brevard,5,48.2308454338357
14311,71550500,C, ,0,0.739,35,1189.6954,2,71,Clay,2,1189.6953641282
14312,03040000,C, ,9.45,32.308,60,36746.6177,1,03,Collier,1,36746.6176913793
14313,14000056,C, ,0,0.5,30,815.0057,7,14,Pasco,7,815.005729154539
14314,37540000,C, ,10.061,11.294,45,1984.8634,2,37,Suwannee,2,1984.86340679753
14315,15000036,C, ,0,1.385,35,2235.003,7,15,Pinellas,7,2235.00304658082
14316,78010000,C, ,6.983,7.139,55,251.1492,2,78,St. Johns,2,251.14922775878
14317,72000199,C, ,0,4.469,40,7192.3691,2,72,Duval,2,7192.36908731374
14318,14570000,C, ,0,3.109,45,5013.7604,7,14,Pasco,7,5013.76041588234
14319,15050004,C, ,0,0.562,40,907.8282,7,15,Pinellas,7,907.82817218349
14320,14000095,C, ,0,1.501,35,2417.9065,7,14,Pasco,7,2417.90653777777
14321,87270000,L, ,0.25,6.148,55,9487.2082,6,87,Miami-Dade,6,9487.20823484191
14322,37030000,C, ,0.764,0.953,55,303.931,2,37,Suwannee,2,303.930967425981
14323,71110000,C, ,26.97,27.294,55,521.3555,2,71,Clay,2,521.355525024357
14324,78090000,C, ,11.053,11.253,50,321.873,2,78,St. Johns,2,321.873004019407
14325,70080000,C, ,3.16,3.76,45,966.6257,5,70,Brevard,5,966.625681618823
14326,15070500,C, ,3.482,4.236,35,1212.0824,7,15,Pinellas,7,1212.08236474862
14327,14070000,C, ,0,6.418,60,10304.2541,7,14,Pasco,7,10304.2540534282
14328,70506000,C, ,0,0.153,30,246.3525,5,70,Brevard,5,246.352539362026
14329,15000325,C, ,0,0.188,30,293.7221,7,15,Pinellas,7,293.722074743354
14330,46653000,C, ,1.251,1.733,35,776.3124,3,46,Bay,3,776.312430565386
14331,78004000,C, ,0.862,0.945,60,133.2417,2,78,St. Johns,2,133.241714364925
14332,70030000,C, ,10.5,16,60,8850.4611,5,70,Brevard,5,8850.46111609519
14333,71120000,C, ,20.009,20.128,45,191.5711,2,71,Clay,2,191.57109338623
14334,01560000,C, ,0,2.88,45,4634.2606,1,01,Charlotte,1,4634.26060504924
14335,14000071,C, ,0,0.988,35,1585.3449,7,14,Pasco,7,1585.34493233271
14336,37514000,C, ,0.549,0.82,25,434.981,2,37,Suwannee,2,434.98102540645
14337,72000045,C, ,1.07,2.101,45,1657.9177,2,72,Duval,2,1657.91768511919
14338,72000286,C, ,0,1.131,40,1811.142,2,72,Duval,2,1811.1420090868
14339,14580000,C, ,4.858,5.445,25,945.426,7,14,Pasco,7,945.426045099446
14340,15600000,C, ,0.831,1.084,30,409.8118,7,15,Pinellas,7,409.811774285701
14341,04060000,C, ,10.806,10.991,45,297.5749,1,04,Desoto,1,297.57492552893
14342,14630000,C, ,1.039,2.686,45,2653.3438,7,14,Pasco,7,2653.34375320815
14343,71050000,C, ,14.828,15.017,55,303.8901,2,71,Clay,2,303.890118131768
14344,78030000,C, ,18.76,18.906,45,234.9917,2,78,St. Johns,2,234.99173111593
14345,70100000,C, ,5.5,7.19,55,2720.3603,5,70,Brevard,5,2720.36031791175
14346,14040101,C, ,0,0.248,50,397.2796,7,14,Pasco,7,397.279574863081
14347,70503000,C, ,1.492,2.453,35,1549.4839,5,70,Brevard,5,1549.48388682236
14348,15000467,C, ,0.484,1.062,20,930.8685,7,15,Pinellas,7,930.868520609827
14349,39507000,C, ,3.441,4.26,35,1317.7865,2,39,Union,2,1317.7865445185
14350,37010000,C, ,0.079,0.352,45,439.4067,2,37,Suwannee,2,439.406748370822
14351,37040000,C, ,6.208,12.387,60,9940.8516,2,37,Suwannee,2,9940.85161929418
14352,71110000,C, ,7.586,7.85,55,424.8841,2,71,Clay,2,424.884110248749
14353,78060000,C, ,9.955,14.241,60,6902.8656,2,78,St. Johns,2,6902.86556477256
14354,15000052,C, ,0,0.403,35,653.3686,7,15,Pinellas,7,653.368623133136
14355,15090500,C, ,0.711,3.386,35,4306.1826,7,15,Pinellas,7,4306.18257212306
14356,14040000,C, ,0.413,1.011,50,949.4561,7,14,Pasco,7,949.45609796501
14357,70520000,R, ,5.35,5.514,35,264.2141,5,70,Brevard,5,264.214062720964
14358,15000406,C, ,0,1.026,40,1690.3535,7,15,Pinellas,7,1690.3535467014
14359,46640000,C, ,7.035,7.175,45,225.8952,3,46,Bay,3,225.895204475193
14360,39590000,C, ,0,2.471,45,3981.7487,2,39,Union,2,3981.74866197125
14361,78000044,C, ,0,3.146,45,5056.1649,2,78,St. Johns,2,5056.16485104206
14362,70030000,C, ,7.93,7.96,45,48.2856,5,70,Brevard,5,48.2855814765403
14363,71507000,C, ,2.444,2.754,25,498.1407,2,71,Clay,2,498.140680461201
14364,02060000,C, ,1.601,3.97,55,3812.0663,7,02,Citrus,7,3812.06633193208
14365,02590000,C, ,5.762,6.356,45,957.5923,7,02,Citrus,7,957.592318071437
14366,37540000,C, ,20.685,21.206,35,838.8194,2,37,Suwannee,2,838.81944362145
14367,72000088,C, ,0.12,2.825,25,4353.9447,2,72,Duval,2,4353.94474072042
14368,07010001,C, ,1.469,2.066,45,963.4982,1,07,Hendry,1,963.498151228507
14369,14510000,C, ,2.173,5.666,45,5613.2832,7,14,Pasco,7,5613.28316859565
14370,15507000,C, ,6.725,7.425,35,1127.2697,7,15,Pinellas,7,1127.26968265416
14371,87260521,L, ,0.686,0.793,35,174.3206,6,87,Miami-Dade,6,174.320569998914
14372,71050000,C, ,21.174,22.147,45,1564.6913,2,71,Clay,2,1564.6912818316
14373,78020000,C, ,2.3,3.776,55,2376.3669,2,78,St. Johns,2,2376.36687487604
14374,70140000,C, ,0,0.7,35,1126.1487,5,70,Brevard,5,1126.1487277843
14375,14000127,C, ,0.213,0.713,40,804.987,7,14,Pasco,7,804.987038123801
14376,70470000,C, ,0.817,1.669,70,1370.7065,5,70,Brevard,8,1370.7064842423
14377,15000336,C, ,0.498,2.049,25,2488.3907,7,15,Pinellas,7,2488.39073660714
14378,38070000,C, ,10.571,11.853,60,2065.8663,2,38,Taylor,2,2065.86634011612
14379,47000003,C, ,6.192,6.342,15,242.1673,3,47,Calhoun,3,242.167276159606
14380,39050000,C, ,0,1.348,55,2167.7711,2,39,Union,2,2167.77109489409
14381,78000048,C, ,0.814,2.211,45,2248.7952,2,78,St. Johns,2,2248.79521490193
14382,70010000,C, ,16.15,17.198,40,1686.2574,5,70,Brevard,5,1686.2574317224
14383,71520000,C, ,0,1.281,45,2061.8807,2,71,Clay,2,2061.88074900089
14384,14000081,C, ,5.502,7.418,55,3083.2581,7,14,Pasco,7,3083.25812478594
14385,07540000,C, ,0,0.534,25,858.5264,1,07,Hendry,1,858.526398000538
14386,02000054,C, ,0.744,1.494,25,1206.1142,7,02,Citrus,7,1206.11421399064
14387,14000061,C, ,3.393,4.794,45,2254.4989,7,14,Pasco,7,2254.49893142595
14388,37060000,C, ,1.146,1.446,45,482.7789,2,37,Suwannee,2,482.778870491524
14389,72000068,C, ,0.916,2.129,25,1947.8183,2,72,Duval,2,1947.81826259649
14390,06070000,C, ,0,2.167,55,3486.0364,1,06,Hardee,1,3486.03642651279
14391,14120000,C, ,10.12,23.012,55,20744.5135,7,14,Pasco,7,20744.5134731347
14392,04502000,C, ,3.061,4.115,45,1690.4953,1,04,Desoto,1,1690.49528889635
14393,87300000,R, ,3.468,4.474,55,1612.5968,6,87,Miami-Dade,6,1612.59683803781
14394,47000016,C, ,0,1.667,25,2672.7652,3,47,Calhoun,3,2672.76523918262
14395,78051000,C, ,16.085,16.7,45,989.5337,2,78,St. Johns,2,989.533665483197
14396,70060000,C, ,0,0.4,45,643.9666,5,70,Brevard,5,643.966645753515
14397,72000117,C, ,0.893,3.779,40,4641.1475,2,72,Duval,2,4641.14750762111
14398,03010000,C, ,30.08,44.14,60,22618.0205,1,03,Collier,1,22618.0204787088
14399,15000438,C, ,0,1.004,45,1619.5182,7,15,Pinellas,7,1619.51816681571
14400,37560000,C, ,0,0.661,35,1063.6941,2,37,Suwannee,2,1063.69408943854
14401,39515500,C, ,2.166,4.053,45,3042.8426,2,39,Union,2,3042.84261270871
14402,46650006,C, ,0,1.263,25,2035.7344,3,46,Bay,3,2035.73444204372
14403,38620001,C, ,0,2.399,55,3842.5076,2,38,Taylor,2,3842.50757042105
14404,78002900,C, ,0,1.009,45,1630.0652,2,78,St. Johns,2,1630.06515729844
14405,71130000,C, ,2.071,2.781,35,1144.6641,2,71,Clay,2,1144.66409304006
14406,14000081,C, ,0,0.767,45,1234.3019,7,14,Pasco,7,1234.30187420589
14407,08000002,C, ,0,0.64,50,1030.9948,7,08,Hernando,7,1030.99477832372
14408,14000098,C, ,2.037,2.728,30,1108.6542,7,14,Pasco,7,1108.6542379918
14409,14000070,C, ,0,1.954,45,3140.8284,7,14,Pasco,7,3140.82837664165
14410,37514000,C, ,0,0.262,25,420.5531,2,37,Suwannee,2,420.553113900505
14411,03521000,C, ,8.248,9.29,45,1677.7118,1,03,Collier,1,1677.71178018807
14412,47510000,C, ,0,9.656,45,15567.634,3,47,Calhoun,3,15567.6339776793
14413,15080000,C, ,0,2.454,45,3952.4462,7,15,Pinellas,7,3952.44619220112
14414,14091000,C, ,1.368,1.979,35,983.3171,7,14,Pasco,7,983.317128564086
14415,15560000,C, ,0,5.84,45,9396.679,7,15,Pinellas,7,9396.67900541744
14416,15000426,C, ,0,0.818,35,1318.182,7,15,Pinellas,7,1318.18195745174
14417,46600000,C, ,0,1.501,35,2412.7769,3,46,Bay,3,2412.77685440194
14418,78004000,C, ,1.931,2.196,70,425.3594,2,78,St. Johns,2,425.359353214421
14419,70050000,C, ,16.103,16.206,30,165.6908,5,70,Brevard,5,165.690784392759
14420,72000023,C, ,0.258,2.863,30,4187.3042,2,72,Duval,2,4187.30422695298
14421,03050000,C, ,0,5.9,60,9478.0094,1,03,Collier,1,9478.00939765516
14422,02510000,C, ,1.633,3.535,45,3065.4355,7,02,Citrus,7,3065.43548840021
14423,37540000,C, ,15.22,17.96,45,4410.8224,2,37,Suwannee,2,4410.82244379522
14424,78010000,C, ,1.101,6.983,65,9469.9025,2,78,St. Johns,2,9469.90247008099
14425,72000214,C, ,0,0.637,30,1030.0539,2,72,Duval,2,1030.05392889129
14426,14550000,C, ,8.874,10.5,45,2616.0941,7,14,Pasco,7,2616.09408675047
14427,08000017,C, ,5.433,5.735,45,486.7833,7,08,Hernando,7,486.78333971319
14428,14000117,C, ,0,2.078,45,3340.8401,7,14,Pasco,7,3340.8400669654
14429,87260600,C, ,0.619,1.007,30,623.0688,6,87,Miami-Dade,6,623.068818557455
14430,71110000,C, ,7.85,22.591,60,23720.4791,2,71,Clay,2,23720.479088255
14431,78090000,C, ,13.758,14.136,50,608.4026,2,78,St. Johns,2,608.4026121473
14432,70100000,C, ,4.612,5.5,45,1429.4183,5,70,Brevard,5,1429.41834069602
14433,15090500,C, ,0.561,0.711,30,241.4571,7,15,Pinellas,7,241.457096882699
14434,14090000,C, ,14.634,17.206,50,4138.4048,7,14,Pasco,7,4138.40483244019
14435,70506000,C, ,2.549,3.52,45,1563.5051,5,70,Brevard,5,1563.5050582007
14436,15000438,C, ,1.004,1.706,55,1128.8705,7,15,Pinellas,7,1128.87046397618
14437,15000038,C, ,0,1.03,25,1651.2451,7,15,Pinellas,7,1651.24514474426
14438,47501007,C, ,1.42,1.79,25,594.8549,3,47,Calhoun,3,594.854889510475
14439,38570000,C, ,2.159,2.688,35,855.7172,2,38,Taylor,2,855.717158596131
14440,78000052,C, ,0,0.936,25,1506.3572,2,78,St. Johns,2,1506.35717275908
14441,70030000,C, ,16,17.528,65,2458.8665,5,70,Brevard,5,2458.86645780593
14442,72000022,C, ,0,1.4,30,2253.3947,2,72,Duval,2,2253.39469451348
14443,71020000,C, ,1.382,1.828,40,716.9575,2,71,Clay,2,716.957541004052
14444,78040000,C, ,6.56,7.061,45,806.2575,2,78,St. Johns,2,806.257462699337
14445,70050000,C, ,16.206,16.356,35,241.4014,5,70,Brevard,5,241.401425008477
14446,72000039,C, ,2.721,3.473,35,1210.1488,2,72,Duval,2,1210.14881079163
14447,03010000,C, ,6.697,10.839,45,6663.1773,1,03,Collier,1,6663.17732370816
14448,14000069,C, ,0,0.361,30,581.3459,7,14,Pasco,7,581.345873071313
14449,38040000,C, ,13.8,14.62,60,1320.2538,2,38,Taylor,2,1320.25377536915
14450,38501000,C, ,0,1.346,45,2177.1724,2,38,Taylor,2,2177.17244046443
14451,38620000,C, ,3.002,3.075,45,117.4828,2,38,Taylor,2,117.482841460848
14452,72000092,C, ,0,2.047,25,3259.6785,2,72,Duval,2,3259.67846476571
14453,38514000,C, ,0,0.66,25,1062.1324,2,38,Taylor,2,1062.13237382686
14454,72000280,C, ,0,1.728,45,2780.1888,2,72,Duval,2,2780.18879825506
14455,02080000,C, ,12.9,16.439,55,5692.3963,7,02,Citrus,7,5692.39629510978
14456,08000017,C, ,3.764,4.166,45,647.8779,7,08,Hernando,7,647.877900184648
14457,14000133,C, ,0,0.886,35,1425.3243,7,14,Pasco,7,1425.32433926943
14458,37030000,C, ,0,0.267,35,429.3744,2,37,Suwannee,2,429.374354915274
14459,03505000,C, ,0,0.3,45,482.5717,1,03,Collier,1,482.571709839804
14460,46509001,C, ,0,0.26,30,415.3637,3,46,Bay,3,415.363651815432
14461,47000002,C, ,2.945,3.117,35,276.7433,3,47,Calhoun,3,276.743259619647
14462,38100000,C, ,0,3.063,55,4929.3986,2,38,Taylor,2,4929.3986397413
14463,78000014,C, ,0,0.674,20,1088.2959,2,78,St. Johns,2,1088.29589306395
14464,70005000,C, ,0,1.107,45,1791.0962,5,70,Brevard,5,1791.09622360366
14465,72000004,C, ,0.431,3.468,45,4897.0992,2,72,Duval,2,4897.09916535848
14466,14000081,C, ,1.283,1.695,45,663.0137,7,14,Pasco,7,663.013685426669
14467,08000003,C, ,0,0.354,30,568.9207,7,08,Hernando,7,568.920670996638
14468,14000139,C, ,0,0.663,30,1065.151,7,14,Pasco,7,1065.15103196201
14469,02010000,C, ,12.36,12.766,30,652.9153,7,02,Citrus,7,652.915328883301
14470,14000061,C, ,0,0.296,35,476.3343,7,14,Pasco,7,476.334291083587
14471,37510000,C, ,1.265,1.501,45,379.7385,2,37,Suwannee,2,379.738509987444
14472,06520000,C, ,7.968,8.271,30,489.8164,1,06,Hardee,1,489.81638638031
14473,14120000,C, ,3.53,9.175,50,9083.336,7,14,Pasco,7,9083.33599767533
14474,04020000,C, ,8.94,9.44,55,803.6397,1,04,Desoto,1,803.639724340806
14475,15000072,C, ,0.186,0.36,30,265.2685,7,15,Pinellas,7,265.268544046139
14476,71070000,C, ,2.031,2.75,35,1156.8249,2,71,Clay,2,1156.82487299737
14477,78030000,C, ,2.66,3.429,45,1237.7,2,78,St. Johns,2,1237.6999732066
14478,70060000,C, ,26.203,30.127,55,6317.6096,5,70,Brevard,5,6317.60955389312
14479,71523000,C, ,2.567,2.606,35,62.8126,2,71,Clay,2,62.8125649107644
14480,03080000,C, ,40.45,44.884,60,7133.9826,1,03,Collier,1,7133.98259952139
14481,14000083,C, ,1.081,5.026,50,6354.6899,7,14,Pasco,7,6354.68987084387
14482,39600000,C, ,8.735,10.998,30,3640.2151,2,39,Union,2,3640.21513870062
14483,38530000,C, ,0,1.231,45,1980.9862,2,38,Taylor,2,1980.98624807743
14484,46140001,C, ,0,0.227,35,370.6822,3,46,Bay,3,370.682199878076
14485,38530002,C, ,0.189,1.84,55,2660.4974,2,38,Taylor,2,2660.49744936477
14486,78000045,C, ,0,1.644,45,2637.6992,2,78,St. Johns,2,2637.69917301856
14487,15000400,C, ,0,0.514,30,826.6374,7,15,Pinellas,7,826.637432072517
14488,02550000,C, ,0,1.061,30,1709.8371,7,02,Citrus,7,1709.83705711449
14489,08000038,C, ,0,0.618,50,988.9736,7,08,Hernando,7,988.973639314521
14490,14000107,C, ,0,1.887,40,3033.756,7,14,Pasco,7,3033.75601182272
14491,02030000,C, ,23,25.107,55,3391.9795,7,02,Citrus,7,3391.97952598138
14492,37040000,C, ,0.75,0.992,40,389.3695,2,37,Suwannee,2,389.36953017247
14493,03530000,C, ,15,17.32,45,3733.3951,1,03,Collier,1,3733.3951153806
14494,46160101,C, ,0,0.314,45,500.2476,3,46,Bay,3,500.247590209552
14495,06510000,C, ,15.962,16.316,25,570.2061,1,06,Hardee,1,570.206106095633
14496,14050000,C, ,8.02,11.13,55,5003.4984,7,14,Pasco,7,5003.49844609531
14497,48280000,C, ,5.481,6.067,45,943.3855,3,48,Escambia,3,943.385479785627
14498,15000442,C, ,0,1.69,30,2721.8608,7,15,Pinellas,7,2721.86076619776
14499,47000012,C, ,0,2.519,25,4047.6383,3,47,Calhoun,3,4047.63825195635
14500,78000017,C, ,0.676,1.1,25,692.109,2,78,St. Johns,2,692.10895215473
14501,70020000,C, ,21.246,25.279,45,6488.064,5,70,Brevard,5,6488.06402025286
14502,71530000,C, ,8.761,9.128,45,591.5206,2,71,Clay,2,591.52057749976
14503,02000043,C, ,0.678,2.298,30,2602.6988,7,02,Citrus,7,2602.69882948582
14504,14000079,C, ,0,1.013,30,1622.4146,7,14,Pasco,7,1622.4146183643
14505,37507000,C, ,0,1.413,30,2272.362,2,37,Suwannee,2,2272.36203635361
14506,72000123,C, ,0,1.265,45,2038.3994,2,72,Duval,2,2038.39942853296
14507,48530500,C, ,0,0.655,30,1056.4657,3,48,Escambia,3,1056.4657069933
14508,37000042,C, ,0,3.525,45,5672.2752,2,37,Suwannee,2,5672.27523772278
14509,15550000,C, ,0.339,0.549,30,339.2748,7,15,Pinellas,7,339.274787332851
14510,14000097,C, ,0,0.216,30,348.1227,7,14,Pasco,7,348.122707968613
14511,87260524,R, ,0,0.385,30,615.7919,6,87,Miami-Dade,6,615.791909458172
14512,37000116,C, ,0,1.003,25,1610.3601,2,37,Suwannee,2,1610.36014344345
14513,71000032,C, ,3.087,3.773,35,1105.2652,2,71,Clay,2,1105.26518720922
14514,78090000,C, ,8.919,10.046,55,1813.7953,2,78,St. Johns,2,1813.79525471278
14515,70140000,C, ,0.947,1.457,40,820.5318,5,70,Brevard,5,820.531758929546
14516,15090000,C, ,6.46,6.857,40,637.6504,7,15,Pinellas,7,637.65044859548
14517,14010000,C, ,0.012,5.509,50,8844.4028,7,14,Pasco,7,8844.40277158759
14518,70501000,C, ,0,0.542,35,872.7063,5,70,Brevard,5,872.706289525376
14519,15000324,C, ,0.217,0.375,30,256.5153,7,15,Pinellas,7,256.515308042131
14520,39510000,C, ,1.862,2.824,30,1547.5057,2,39,Union,2,1547.50572463305
14521,15000055,C, ,0,0.638,30,1027.1531,7,15,Pinellas,7,1027.15308865117
14522,47000007,C, ,0,2.092,35,3367.1705,3,47,Calhoun,3,3367.17047743938
14523,38500001,C, ,0,0.408,30,662.8971,2,38,Taylor,2,662.897084274981
14524,72000164,C, ,0,0.305,30,491.8563,2,72,Duval,2,491.856275675249
14525,70022000,C, ,38.636,40,35,2192.5288,5,70,Brevard,5,2192.52878628007
14526,71527500,C, ,0,0.325,25,523.6523,2,71,Clay,2,523.65233830105
14527,08000015,C, ,0,1.24,30,2007.2318,7,08,Hernando,7,2007.23184332413
14528,02000040,C, ,0.213,2.178,35,3149.8635,7,02,Citrus,7,3149.86347139392
14529,14000086,C, ,0,1.965,30,3161.3018,7,14,Pasco,7,3161.30181983559
14530,37070000,C, ,0,2.604,60,4190.0858,2,37,Suwannee,2,4190.08584302495
14531,15000051,C, ,0,2.098,35,3377.1942,7,15,Pinellas,7,3377.1941954685
14532,72000051,C, ,0.649,2.256,30,2594.7159,2,72,Duval,2,2594.7158956759
14533,07000022,C, ,0,1.058,25,1698.2978,1,07,Hendry,1,1698.29782625194
14534,14580000,C, ,5.445,5.753,15,496.0813,7,14,Pasco,7,496.081266788316
14535,15530000,C, ,2.195,4.102,40,3068.2468,7,15,Pinellas,7,3068.24680836665
14536,04040000,C, ,15.547,15.964,55,671.4389,1,04,Desoto,1,671.438906808822
14537,37010000,C, ,5.737,6.3,55,906.1979,2,37,Suwannee,2,906.197886788435
14538,87300000,R, ,0,3.468,60,5559.3834,6,87,Miami-Dade,6,5559.38344962233
14539,71040000,C, ,2.878,5.304,60,3903.9306,2,71,Clay,2,3903.93061491817
14540,78070503,C, ,5.785,6.128,45,551.9742,2,78,St. Johns,2,551.974246739358
14541,70120000,C, ,4.49,4.74,35,402.4068,5,70,Brevard,5,402.406763895621
14542,14000121,C, ,0,2.452,35,3926.117,7,14,Pasco,7,3926.11699148289
14543,87260000,L, ,0.435,23.481,55,37007.9865,6,87,Miami-Dade,6,37007.9864693005
14544,15000436,C, ,0,0.39,30,637.4746,7,15,Pinellas,7,637.474615063634
14545,38580000,C, ,11.653,13.469,45,2922.8927,2,38,Taylor,2,2922.892713664
14546,15000005,C, ,0,2.369,30,3818.9707,7,15,Pinellas,7,3818.97067083705
14547,47000002,C, ,1.675,2.021,35,556.5481,3,47,Calhoun,3,556.548116230301
14548,38530002,C, ,0,0.189,35,304.4775,2,38,Taylor,2,304.4774990694
14549,78000040,C, ,0,0.871,45,1402.6944,2,78,St. Johns,2,1402.69442651511
14550,71513001,C, ,0,0.544,35,874.7196,2,71,Clay,2,874.719599624658
14551,02100000,L, ,3.243,3.382,50,223.7605,7,02,Citrus,7,223.760538661747
14552,02000006,C, ,1.813,5.336,30,5657.1629,7,02,Citrus,7,5657.16285775526
14553,02540000,C, ,0.764,1.782,35,1636.6888,7,02,Citrus,7,1636.68877211889
14554,38010000,C, ,0.415,23.49,65,37153.8918,2,38,Taylor,2,37153.8918342066
14555,72000076,C, ,1.264,1.8,30,864.4582,2,72,Duval,2,864.458209062674
14556,72001000,C, ,34.269,35.511,65,1996.8908,2,72,Duval,2,1996.89077584869
14557,14571000,C, ,8.158,8.289,45,210.6232,7,14,Pasco,7,210.623242282169
14558,15550000,C, ,0,0.339,30,547.71,7,15,Pinellas,7,547.710014723101
14559,03610000,C, ,2.986,3.543,45,895.304,1,03,Collier,1,895.303995238029
14560,15000020,C, ,0.729,1.928,25,1935.061,7,15,Pinellas,7,1935.06101675784
14561,71110000,C, ,5.879,6.483,30,971.8653,2,71,Clay,2,971.865290051482
14562,78060000,C, ,19.342,20.075,45,1180.6415,2,78,St. Johns,2,1180.64149147563
14563,70110000,C, ,7.58,7.73,40,241.8677,5,70,Brevard,5,241.867710503934
14564,14030020,C, ,0,0.859,45,1384.821,7,14,Pasco,7,1384.82101805188
14565,87260298,R, ,1.194,1.405,30,337.4993,6,87,Miami-Dade,6,337.499261881685
14566,15000324,C, ,0.375,1.037,35,1074.9801,7,15,Pinellas,7,1074.9800643966
14567,39510000,C, ,0.42,1.862,40,2319.6853,2,39,Union,2,2319.68533603457
14568,47040000,C, ,2.59,4.687,45,3383.1034,3,47,Calhoun,3,3383.10341544889
14569,38560000,C, ,1.859,6.44,55,7373.0026,2,38,Taylor,2,7373.00260777874
14570,78010000,C, ,15.87,16.58,45,1143.1173,2,78,St. Johns,2,1143.11726534267
14571,70018500,C, ,2.308,2.8,35,792.0656,5,70,Brevard,5,792.065583798211
14572,71120000,C, ,8.308,9.008,45,1126.8697,2,71,Clay,2,1126.86968636307
14573,08000005,C, ,0,2.856,45,4589.1485,7,08,Hernando,7,4589.14848007787
14574,15061000,R, ,0,1.127,40,1811.5892,7,15,Pinellas,7,1811.58917282708
14575,14050000,C, ,13.568,13.98,35,662.8471,7,14,Pasco,7,662.847083966774
14576,48500100,C, ,0.232,1.039,35,1306.6982,3,48,Escambia,3,1306.6981696082
14577,15000434,C, ,0,0.185,30,297.8639,7,15,Pinellas,7,297.863939877946
14578,47020000,C, ,20.112,20.551,45,707.7693,3,47,Calhoun,3,707.769299718315
14579,78020000,C, ,8.059,12.945,65,7866.5387,2,78,St. Johns,2,7866.53872952656
14580,70030000,C, ,2.93,3.56,40,1013.8528,5,70,Brevard,5,1013.85278710917
14581,71120000,C, ,12.264,12.826,35,904.6155,2,71,Clay,2,904.615473822664
14582,02000044,C, ,0,2.261,35,3633.7973,7,02,Citrus,7,3633.79733547673
14583,14000082,C, ,0,0.587,40,944.2008,7,14,Pasco,7,944.200831592692
14584,38030000,C, ,0.6,1.074,40,763.2211,2,38,Taylor,2,763.221124290255
14585,72000063,C, ,0,1.505,45,2420.0083,2,72,Duval,2,2420.00833816629
14586,48530500,C, ,0.655,3.394,35,4417.6745,3,48,Escambia,3,4417.67452766087
14587,37000041,C, ,0,1.012,45,1631.1455,2,37,Suwannee,2,1631.14550967886
14588,15509000,C, ,0,2.061,40,3311.9534,7,15,Pinellas,7,3311.95342194221
14589,14000149,C, ,0,0.814,30,1317.3623,7,14,Pasco,7,1317.36226808608
14590,04040101,C, ,0.509,1.072,35,905.963,1,04,Desoto,1,905.962969429897
14591,15000008,C, ,0.642,1.256,35,988.0786,7,15,Pinellas,7,988.078646998018
14592,71508102,C, ,1.902,3.113,35,1948.0756,2,71,Clay,2,1948.0756290144
14593,78080000,C, ,0,34.855,70,56063.7704,2,78,St. Johns,2,56063.7704328543
14594,70080000,C, ,4.114,4.232,55,190.1448,5,70,Brevard,5,190.144752080802
14595,08000043,C, ,1.287,6.356,35,8153.7817,7,08,Hernando,7,8153.78166897724
14596,14090000,C, ,9.312,11.735,45,3898.7096,7,14,Pasco,7,3898.70962689663
14597,87260000,L, ,0,0.435,45,698.5764,6,87,Miami-Dade,6,698.576388228756
14598,15000446,C, ,0,0.074,30,119.7405,7,15,Pinellas,7,119.740543343836
14599,38653000,C, ,0,3.86,45,6211.787,2,38,Taylor,2,6211.78698454098
14600,47000003,C, ,6.467,9.165,35,4351.8392,3,47,Calhoun,3,4351.83919765527
14601,39050000,C, ,2.239,13,60,17304.8855,2,39,Union,2,17304.8855002362
14602,78002000,C, ,2.439,2.594,45,249.7863,2,78,St. Johns,2,249.786258520483
14603,70010000,C, ,9.564,10.056,55,791.5684,5,70,Brevard,5,791.568425897359
14604,71520000,C, ,4.149,9.267,45,8235.0207,2,71,Clay,2,8235.02074125083
14605,08000036,C, ,2.469,6.107,50,5850.8734,7,08,Hernando,7,5850.87338052109
