FID,ID,LOCATION_S,DISTRICT,CO_SEC_SUB,BMP,EMP,ROUTEID,LENGTH,FTLCRSH_NU,FTLCRSH_AL,FTLCRSH_PC,FCFTL_NUME,FCFTL_ALL,FCFTL_PCT,FCINJ_NUME,FCINJ_ALL,FCINJ_PCT,INJCRSH_NU,INJCRSH_AL,INJCRSH_PC,ICINJ_NUME,ICINJ_ALL,ICINJ_PCT,PDOCRSH_NU,PDOCRSH_AL,PDOCRSH_PC,TOTCRSH_NU,TOTCRSH_AL,TOTCRSH_PC,TOTFTL_NUM,TOTFTL_ALL,TOTFTL_PCT,TOTINJ_NUM,TOTINJ_ALL,TOTINJ_PCT,URBAN
5070,17329,7,07,15150000,26.967,27.367,SR   55,0.4,0,0,0,0,0,0,0,0,0,3,13,23,7,25,28,13,32,41,16,45,36,0,0,0,7,25,28,Y
5071,17734,8,08,16470030,0,0.216,SR  570,0.216,0,0,0,0,0,0,0,0,0,4,6,67,4,7,57,2,7,29,6,13,46,0,0,0,4,7,57,Y
5072,16483,7,07,10310000,4.3,4.8,SR  580,0.5,1,1,100,1,1,100,0,0,0,25,66,38,38,95,40,16,39,41,42,106,40,1,1,100,38,95,40,Y
5073,17509,7,07,15190305,0.1,0.342,SR   93,0.242,0,0,0,0,0,0,0,0,0,3,4,75,4,6,67,5,10,50,8,14,57,0,0,0,4,6,67,Y
5074,18154,8,08,86470202,0,0.332,SR   91,0.332,0,0,0,0,0,0,0,0,0,7,26,27,13,41,32,22,45,49,29,71,41,0,0,0,13,41,32,Y
5075,17281,7,07,15150000,8.667,8.967,SR   55,0.3,1,1,100,1,1,100,0,0,0,25,61,41,33,78,42,25,74,34,51,136,38,1,1,100,33,78,42,Y
5076,16825,7,07,14120000,32.8,33.1,SR   52,0.3,0,0,0,0,0,0,0,0,0,2,6,33,3,8,38,4,9,44,6,15,40,0,0,0,3,8,38,N
5077,16600,7,07,10340000,10.5,11.1,SR  574,0.6,1,1,100,1,1,100,1,1,100,31,82,38,57,145,39,29,91,32,61,174,35,1,1,100,58,146,40,Y
5078,17443,7,07,15190000,13.9,14.7,SR   93,0.8,0,0,0,0,0,0,0,0,0,20,51,39,25,77,32,35,93,38,55,144,38,0,0,0,25,77,32,Y
5079,16882,7,07,14140000,13.5,14,SR   93,0.5,0,1,0,0,1,0,0,2,0,8,20,40,14,37,38,4,10,40,12,31,39,0,1,0,14,39,36,N
5080,16480,7,07,10310000,3.7,4.2,SR  580,0.5,1,2,50,1,2,50,0,0,0,10,24,42,15,36,42,7,21,33,18,47,38,1,2,50,15,36,42,Y
5081,18268,8,08,86472049,0,0.3,SR  869,0.3,0,0,0,0,0,0,0,0,0,2,5,40,2,6,33,3,7,43,5,12,42,0,0,0,2,6,33,Y
5082,16597,7,07,10340000,9.5,10.3,SR  574,0.8,1,2,50,1,2,50,1,1,100,18,44,41,37,80,46,17,51,33,36,97,37,1,2,50,38,81,47,Y
5083,17038,7,07,15020000,12.319,12.619,SR  595,0.3,2,2,100,2,2,100,0,0,0,4,12,33,5,19,26,6,17,35,12,31,39,2,2,100,5,19,26,Y
5084,17938,8,08,75471129,0,0.3,SR  528,0.3,0,0,0,0,0,0,0,0,0,3,11,27,4,18,22,3,5,60,6,16,38,0,0,0,4,18,22,Y
5085,18100,8,08,86470106,0,0.365,SR   91,0.365,1,1,100,1,1,100,0,0,0,7,10,70,7,10,70,13,32,41,21,43,49,1,1,100,7,10,70,Y
5086,16960,7,07,15002000,0.6,1,SR  592,0.4,1,1,100,1,1,100,1,1,100,2,2,100,2,2,100,5,10,50,8,13,62,1,1,100,3,3,100,Y
5087,17797,8,08,75470000,6,6.5,SR   91,0.5,1,2,50,1,2,50,0,1,0,1,9,11,1,15,7,8,15,53,10,26,38,1,2,50,1,16,6,Y
5088,16594,7,07,10340000,8.9,9.4,SR  574,0.5,0,0,0,0,0,0,0,0,0,6,10,60,6,10,60,4,9,44,10,19,53,0,0,0,6,10,60,Y
5089,17572,8,08,10470000,2.941,3.341,SR  589,0.4,0,0,0,0,0,0,0,0,0,3,10,30,4,19,21,6,15,40,9,25,36,0,0,0,4,19,21,Y
5090,17344,7,07,15150001,0,0.165,SR  694,0.165,0,0,0,0,0,0,0,0,0,22,53,42,28,68,41,12,44,27,34,97,35,0,0,0,28,68,41,Y
5091,17143,7,07,15061000,5.6,5.9,SR  693,0.3,0,0,0,0,0,0,0,0,0,5,7,71,6,9,67,6,11,55,11,18,61,0,0,0,6,9,67,Y
5092,18367,8,08,87471000,27.384,27.684,SR  821,0.3,0,0,0,0,0,0,0,0,0,6,23,26,9,38,24,14,23,61,20,46,43,0,0,0,9,38,24,Y
5093,16477,7,07,10310000,3.1,3.6,SR  580,0.5,0,0,0,0,0,0,0,0,0,37,100,37,52,138,38,31,81,38,68,181,38,0,0,0,52,138,38,Y
5094,16879,7,07,14140000,12.5,13,SR   93,0.5,0,0,0,0,0,0,0,0,0,8,17,47,18,31,58,3,9,33,11,26,42,0,0,0,18,31,58,Y
5095,18169,8,08,86471000,4.8,5.1,SR  821,0.3,0,0,0,0,0,0,0,0,0,4,10,40,7,14,50,6,12,50,10,22,45,0,0,0,7,14,50,Y
5096,17677,8,08,14470000,1.3,1.7,SR  589,0.4,0,0,0,0,0,0,0,0,0,2,3,67,2,3,67,6,8,75,8,11,73,0,0,0,2,3,67,Y
5097,18001,8,08,77470011,0,0.269,SR  417,0.269,0,0,0,0,0,0,0,0,0,4,6,67,6,10,60,1,6,17,5,12,42,0,0,0,6,10,60,Y
5098,17698,8,08,14470000,9.4,9.8,SR  589,0.4,0,0,0,0,0,0,0,0,0,3,5,60,4,6,67,2,2,100,5,7,71,0,0,0,4,6,67,N
5099,17449,7,07,15190000,16.1,16.6,SR   93,0.5,0,0,0,0,0,0,0,0,0,9,24,38,15,42,36,24,45,53,33,69,48,0,0,0,15,42,36,Y
5100,16258,7,07,10190096,0,0.183,SR  400,0.183,0,0,0,0,0,0,0,0,0,5,11,45,12,22,55,7,14,50,12,25,48,0,0,0,12,22,55,Y
5101,16591,7,07,10340000,7.9,8.8,SR  574,0.9,0,0,0,0,0,0,0,0,0,29,80,36,52,131,40,27,67,40,56,147,38,0,0,0,52,131,40,Y
5102,17473,7,07,15190018,0,0.3,SR   93,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,7,86,6,8,75,0,0,0,0,1,0,Y
5103,17245,7,07,15120000,8.1,8.4,SR  688,0.3,1,1,100,1,1,100,1,1,100,13,40,32,19,57,33,22,61,36,36,102,35,1,1,100,20,58,34,Y
5104,17206,7,07,15100000,2.511,3.011,SR  699,0.5,0,0,0,0,0,0,0,0,0,17,47,36,25,62,40,16,45,36,33,92,36,0,0,0,25,62,40,Y
5105,17944,8,08,75471131,0,0.235,SR  528,0.235,0,0,0,0,0,0,0,0,0,2,5,40,2,8,25,3,8,38,5,13,38,0,0,0,2,8,25,Y
5106,16966,7,07,15003000,0,1.3,SR  594,1.3,0,0,0,0,0,0,0,0,0,23,48,48,25,56,45,26,68,38,49,116,42,0,0,0,25,56,45,Y
5107,16681,7,07,14030000,13.2,13.7,SR   55,0.5,0,0,0,0,0,0,0,0,0,19,47,40,34,81,42,8,21,38,27,68,40,0,0,0,34,81,42,Y
5108,16291,7,07,10190176,0,0.158,SR   93,0.158,0,0,0,0,0,0,0,0,0,2,5,40,5,8,62,2,4,50,4,9,44,0,0,0,5,8,62,N
5109,17149,7,07,15070000,6.602,6.852,SR  580,0.25,0,0,0,0,0,0,0,0,0,5,11,45,6,12,50,2,4,50,7,15,47,0,0,0,6,12,50,Y
5110,18373,8,08,87471000,30.684,31.384,SR  821,0.7,0,0,0,0,0,0,0,0,0,7,22,32,10,27,37,19,40,48,26,62,42,0,0,0,10,27,37,Y
5111,16921,7,07,14571000,1.1,1.5,SR   54,0.4,0,0,0,0,0,0,0,0,0,3,7,43,7,14,50,2,3,67,5,10,50,0,0,0,7,14,50,Y
5112,16678,7,07,14030000,12.6,12.9,SR   55,0.3,2,3,67,2,3,67,0,0,0,14,34,41,20,55,36,6,24,25,22,61,36,2,3,67,20,55,36,Y
5113,18280,8,08,87470002,0.1,0.6,SR   91,0.5,0,0,0,0,0,0,0,0,0,1,2,50,1,3,33,4,6,67,5,8,62,0,0,0,1,3,33,Y
5114,17050,7,07,15030000,1.2,1.5,SR  686,0.3,0,1,0,0,1,0,0,0,0,8,16,50,8,19,42,2,9,22,10,26,38,0,1,0,8,19,42,Y
5115,18112,8,08,86470110,0,0.3,SR   91,0.3,0,0,0,0,0,0,0,0,0,1,5,20,1,5,20,3,5,60,4,10,40,0,0,0,1,5,20,Y
5116,17809,8,08,75470000,9.9,10.3,SR   91,0.4,0,0,0,0,0,0,0,0,0,9,22,41,13,32,41,5,15,33,14,37,38,0,0,0,13,32,41,Y
5117,17584,8,08,10470000,8.241,8.841,SR  589,0.6,0,0,0,0,0,0,0,0,0,6,20,30,9,25,36,11,25,44,17,45,38,0,0,0,9,25,36,Y
5118,17356,7,07,15150098,2.8,3.3,SR   55,0.5,1,1,100,1,1,100,0,0,0,2,6,33,4,9,44,5,11,45,8,18,44,1,1,100,4,9,44,Y
5119,16675,7,07,14030000,6.6,6.9,SR   55,0.3,0,0,0,0,0,0,0,0,0,7,15,47,10,21,48,2,9,22,9,24,38,0,0,0,10,21,48,Y
5120,18274,8,08,87470000,1.3,2.3,SR   91,1,0,0,0,0,0,0,0,0,0,11,27,41,19,42,45,23,51,45,34,78,44,0,0,0,19,42,45,Y
5121,18181,8,08,86471128,0,0.291,SR  821,0.291,0,0,0,0,0,0,0,0,0,11,27,41,19,40,48,23,57,40,34,84,40,0,0,0,19,40,48,Y
5122,17044,7,07,15020000,14.719,15.119,SR  595,0.4,0,0,0,0,0,0,0,0,0,8,15,53,16,27,59,2,5,40,10,20,50,0,0,0,16,27,59,Y
5123,18013,8,08,86470000,0.1,1,SR   91,0.9,0,0,0,0,0,0,0,0,0,13,29,45,27,46,59,18,51,35,31,80,39,0,0,0,27,46,59,Y
5124,18106,8,08,86470108,0.1,0.4,SR   91,0.3,0,0,0,0,0,0,0,0,0,5,12,42,5,13,38,2,8,25,7,20,35,0,0,0,5,13,38,Y
5125,17710,8,08,14470000,14.9,15.4,SR  589,0.5,0,0,0,0,0,0,0,0,0,2,2,100,2,2,100,4,5,80,6,7,86,0,0,0,2,2,100,N
5126,17803,8,08,75470000,7.3,7.9,SR   91,0.6,1,1,100,2,2,100,2,2,100,6,14,43,8,24,33,9,13,69,16,28,57,2,2,100,10,26,38,Y
5127,17578,8,08,10470000,5.541,6.041,SR  589,0.5,0,0,0,0,0,0,0,0,0,5,13,38,6,15,40,7,17,41,12,30,40,0,0,0,6,15,40,Y
5128,16288,7,07,10190175,0,0.18,SR   93,0.18,0,0,0,0,0,0,0,0,0,4,7,57,9,14,64,17,34,50,21,41,51,0,0,0,9,14,64,Y
5129,17350,7,07,15150023,0.4,0.497,SR   55,0.097,0,0,0,0,0,0,0,0,0,2,9,22,2,11,18,4,7,57,6,16,38,0,0,0,2,11,18,Y
5130,17485,7,07,15190030,0,0.262,SR   93,0.262,0,0,0,0,0,0,0,0,0,3,8,38,4,13,31,4,8,50,7,16,44,0,0,0,4,13,31,Y
5131,16588,7,07,10340000,7.2,7.7,SR  574,0.5,1,1,100,1,1,100,1,1,100,37,101,37,53,164,32,27,76,36,65,178,37,1,1,100,54,165,33,Y
5132,17257,7,07,15140000,1.8,2.1,SR  699,0.3,0,0,0,0,0,0,0,0,0,1,6,17,1,6,17,7,16,44,8,22,36,0,0,0,1,6,17,Y
5133,18175,8,08,86471000,7.5,7.706,SR  821,0.206,1,1,100,1,1,100,2,2,100,7,14,50,13,21,62,5,17,29,13,32,41,1,1,100,15,23,65,Y
5134,17218,7,07,15100000,9.111,9.354,SR  666,0.243,1,1,100,1,1,100,0,0,0,2,6,33,2,6,33,4,8,50,7,15,47,1,1,100,2,6,33,Y
5135,18007,8,08,77470015,0.1,0.404,SR  417,0.304,0,0,0,0,0,0,0,0,0,3,9,33,8,17,47,4,6,67,7,15,47,0,0,0,8,17,47,Y
5136,16672,7,07,14030000,6.1,6.4,SR   55,0.3,0,1,0,0,1,0,0,1,0,3,12,25,3,18,17,4,4,100,7,17,41,0,1,0,3,19,16,Y
5137,17704,8,08,14470000,12.8,13.3,SR  589,0.5,0,0,0,0,0,0,0,0,0,1,3,33,2,6,33,3,4,75,4,7,57,0,0,0,2,6,33,N
5138,16918,7,07,14571000,0.3,0.7,SR   54,0.4,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,4,8,50,4,11,36,0,0,0,0,13,0,Y
5139,17479,7,07,15190027,0,0.153,SR   93,0.153,0,0,0,0,0,0,0,0,0,2,5,40,2,5,40,3,6,50,5,11,45,0,0,0,2,5,40,Y
5140,16669,7,07,14030000,0.3,0.6,SR   55,0.3,1,1,100,1,1,100,0,0,0,14,46,30,20,76,26,14,35,40,29,82,35,1,1,100,20,76,26,Y
5141,17818,8,08,75470000,13.2,13.8,SR   91,0.6,0,0,0,0,0,0,0,0,0,5,12,42,13,24,54,8,19,42,13,31,42,0,0,0,13,24,54,Y
5142,17914,8,08,75471115,0.1,0.31,SR  528,0.21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,10,50,5,11,45,0,0,0,0,1,0,Y
5143,17593,8,08,10470000,12.741,13.241,SR  589,0.5,0,0,0,0,0,0,0,0,0,4,7,57,6,9,67,3,8,38,7,15,47,0,0,0,6,9,67,Y
5144,16666,7,07,14010000,19.212,19.512,SR   45,0.3,0,0,0,0,0,0,0,0,0,1,4,25,1,4,25,3,4,75,4,8,50,0,0,0,1,4,25,N
5145,17365,7,07,15150200,0.6,1,SR   55,0.4,1,1,100,1,1,100,0,0,0,14,39,36,23,58,40,14,41,34,29,81,36,1,1,100,23,58,40,Y
5146,18349,8,08,87471000,20.784,21.184,SR  821,0.4,0,0,0,0,0,0,0,0,0,8,24,33,16,38,42,9,22,41,17,46,37,0,0,0,16,38,42,Y
5147,16585,7,07,10340000,4.4,5.8,SR  574,1.4,1,2,50,1,2,50,0,0,0,41,115,36,61,182,34,26,58,45,68,175,39,1,2,50,61,182,34,Y
5148,18190,8,08,86471132,0.3,0.546,SR  821,0.246,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,6,67,4,8,50,0,0,0,0,2,0,Y
5149,17119,7,07,15050000,1.247,1.747,SR  590,0.5,1,1,100,1,1,100,0,0,0,10,26,38,15,34,44,9,20,45,20,47,43,1,1,100,15,34,44,Y
5150,16915,7,07,14570002,1.2,1.5,SR   54,0.3,0,0,0,0,0,0,0,0,0,3,8,38,7,16,44,2,5,40,5,13,38,0,0,0,7,16,44,Y
5151,18022,8,08,86470000,2.5,2.9,SR   91,0.4,0,0,0,0,0,0,0,0,0,11,42,26,18,73,25,30,74,41,41,116,35,0,0,0,18,73,25,Y
5152,17878,8,08,75470145,0.4,0.8,SR   91,0.4,0,0,0,0,0,0,0,0,0,2,5,40,2,8,25,4,8,50,6,13,46,0,0,0,2,8,25,Y
5153,17719,8,08,16470000,7.8,8.2,SR  570,0.4,0,0,0,0,0,0,0,0,0,3,4,75,4,6,67,2,8,25,5,12,42,0,0,0,4,6,67,Y
5154,16276,7,07,10190119,0,0.3,SR  400,0.3,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,6,8,75,6,11,55,0,0,0,0,7,0,Y
5155,17653,8,08,11470000,15.6,16.1,SR   91,0.5,0,0,0,0,0,0,0,0,0,1,4,25,3,6,50,5,10,50,6,14,43,0,0,0,3,6,50,N
5156,17425,7,07,15190000,5.5,6.8,SR   93,1.3,5,5,100,6,6,100,3,3,100,44,113,39,71,178,40,77,213,36,126,331,38,6,6,100,74,181,41,Y
5157,17494,7,07,15190071,0.2,0.492,SR   93,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,67,4,6,67,0,0,0,0,0,0,Y
5158,17266,7,07,15150000,3.167,3.567,SR   55,0.4,1,1,100,1,1,100,0,0,0,14,33,42,22,41,54,16,43,37,31,77,40,1,1,100,22,41,54,Y
5159,16663,7,07,14010000,18.512,18.912,SR   45,0.4,0,0,0,0,0,0,0,0,0,2,3,67,5,7,71,2,6,33,4,9,44,0,0,0,5,7,71,N
5160,18250,8,08,86472013,0,0.303,SR  869,0.303,0,0,0,0,0,0,0,0,0,2,2,100,2,2,100,3,9,33,5,11,45,0,0,0,2,2,100,Y
5161,17227,7,07,15120000,0.1,0.9,SR  688,0.8,2,2,100,2,2,100,0,0,0,5,16,31,5,20,25,5,9,56,12,27,44,2,2,100,5,20,25,Y
5162,16951,7,07,14610000,4.104,4.404,SR  581,0.3,0,1,0,0,1,0,0,7,0,4,8,50,11,15,73,4,12,33,8,21,38,0,1,0,11,22,50,Y
5163,16582,7,07,10340000,2.9,3.6,SR  574,0.7,0,1,0,0,1,0,0,2,0,66,176,38,97,285,34,30,82,37,96,259,37,0,1,0,97,287,34,Y
5164,16660,7,07,14010000,17.312,17.612,SR   45,0.3,1,1,100,1,1,100,0,0,0,1,6,17,1,8,12,2,2,100,4,9,44,1,1,100,1,8,12,N
5165,16876,7,07,14140000,11,11.6,SR   93,0.6,2,2,100,2,2,100,3,3,100,6,17,35,8,22,36,8,23,35,16,42,38,2,2,100,11,25,44,Y
5166,17134,7,07,15061000,2.6,2.9,SR  693,0.3,0,0,0,0,0,0,0,0,0,19,66,29,30,102,29,22,50,44,41,116,35,0,0,0,30,102,29,Y
5167,18358,8,08,87471000,23.684,25.584,SR  821,1.9,1,3,33,1,3,33,0,5,0,56,155,36,86,213,40,84,178,47,141,336,42,1,3,33,86,218,39,Y
5168,16579,7,07,10340000,0,0.5,SR  574,0.5,0,1,0,0,1,0,0,0,0,31,89,35,61,154,40,20,49,41,51,139,37,0,1,0,61,154,40,Y
5169,17923,8,08,75471119,0,0.359,SR  528,0.359,0,0,0,0,0,0,0,0,0,4,8,50,8,12,67,5,11,45,9,19,47,0,0,0,8,12,67,Y
5170,16912,7,07,14150000,0,0.3,SR  575,0.3,0,0,0,0,0,0,0,0,0,9,15,60,18,37,49,1,10,10,10,25,40,0,0,0,18,37,49,N
5171,16576,7,07,10330000,5.955,6.169,SR  583,0.214,0,1,0,0,1,0,0,0,0,29,64,45,43,86,50,40,115,35,69,180,38,0,1,0,43,86,50,Y
5172,17128,7,07,15050000,6.147,6.447,SR  590,0.3,0,0,0,0,0,0,0,0,0,2,2,100,2,2,100,2,3,67,4,5,80,0,0,0,2,2,100,Y
5173,17668,8,08,11470000,23.3,23.6,SR   91,0.3,0,0,0,0,0,0,0,0,0,3,7,43,3,10,30,2,4,50,5,11,45,0,0,0,3,10,30,N
5174,16873,7,07,14140000,9.6,10,SR   93,0.4,0,1,0,0,1,0,0,0,0,2,10,20,2,12,17,5,7,71,7,18,39,0,1,0,2,12,17,Y
5175,17440,7,07,15190000,12.9,13.8,SR   93,0.9,0,0,0,0,0,0,0,0,0,12,34,35,20,58,34,19,45,42,31,79,39,0,0,0,20,58,34,Y
5176,17662,8,08,11470000,22.2,22.5,SR   91,0.3,0,0,0,0,0,0,0,0,0,2,6,33,2,6,33,2,4,50,4,10,40,0,0,0,2,6,33,N
5177,16657,7,07,14010000,16.612,17.112,SR   45,0.5,0,0,0,0,0,0,0,0,0,7,10,70,10,15,67,1,7,14,8,17,47,0,0,0,10,15,67,N
5178,17434,7,07,15190000,10.9,11.3,SR   93,0.4,0,0,0,0,0,0,0,0,0,4,12,33,6,19,32,10,23,43,14,35,40,0,0,0,6,19,32,Y
5179,16573,7,07,10330000,2.455,2.855,SR  583,0.4,0,0,0,0,0,0,0,0,0,8,21,38,12,36,33,7,20,35,15,41,37,0,0,0,12,36,33,Y
5180,18259,8,08,86472044,0,0.3,SR  869,0.3,0,0,0,0,0,0,0,0,0,1,3,33,3,6,50,3,7,43,4,10,40,0,0,0,3,6,50,Y
5181,17029,7,07,15020000,7.819,8.119,SR  595,0.3,0,0,0,0,0,0,0,0,0,4,14,29,6,18,33,5,11,45,9,25,36,0,0,0,6,18,33,Y
5182,18091,8,08,86470000,23.6,24.1,SR   91,0.5,0,0,0,0,0,0,0,0,0,5,17,29,9,28,32,8,16,50,13,33,39,0,0,0,9,28,32,Y
5183,18265,8,08,86472048,0.1,0.342,SR  869,0.242,0,0,0,0,0,0,0,0,0,1,4,25,1,4,25,4,9,44,5,13,38,0,0,0,1,4,25,Y
5184,17788,8,08,75470000,2.9,3.5,SR   91,0.6,0,0,0,0,0,0,0,0,0,5,9,56,6,11,55,3,8,38,8,17,47,0,0,0,6,11,55,Y
5185,17035,7,07,15020000,8.919,9.419,SR  595,0.5,0,0,0,0,0,0,0,0,0,16,32,50,25,49,51,15,47,32,31,79,39,0,0,0,25,49,51,Y
5186,14017,6,06,87054000,3.608,3.908,SR  972,0.3,0,0,0,0,0,0,0,0,0,8,13,62,12,18,67,7,26,27,15,39,38,0,0,0,12,18,67,Y
5187,17563,7,07,15240048,0,0.263,SR  694,0.263,1,1,100,1,1,100,0,0,0,4,9,44,8,16,50,8,23,35,13,33,39,1,1,100,8,16,50,Y
5188,18097,8,08,86470000,25.3,25.6,SR   91,0.3,0,0,0,0,0,0,0,0,0,5,14,36,7,21,33,7,20,35,12,34,35,0,0,0,7,21,33,Y
5189,17794,8,08,75470000,5.1,5.9,SR   91,0.8,2,2,100,2,2,100,6,6,100,18,47,38,23,72,32,21,49,43,41,98,42,2,2,100,29,78,37,Y
5190,15874,7,07,10075334,0,0.3,SR   93A,0.3,1,1,100,1,1,100,1,1,100,5,11,45,9,27,33,4,16,25,10,28,36,1,1,100,10,28,36,Y
5191,17335,7,07,15150000,29.867,30.367,SR   55,0.5,1,1,100,1,1,100,3,3,100,7,21,33,15,36,42,15,28,54,23,50,46,1,1,100,18,39,46,Y
5192,17569,8,08,10470000,2.341,2.841,SR  589,0.5,0,1,0,0,1,0,0,0,0,3,11,27,5,17,29,6,12,50,9,24,38,0,1,0,5,17,29,Y
5193,16570,7,07,10330000,2.055,2.355,SR  583,0.3,1,1,100,1,1,100,2,2,100,40,100,40,81,194,42,28,95,29,69,196,35,1,1,100,83,196,42,Y
5194,15571,7,07,10030102,1.6,1.755,SR  600,0.155,0,0,0,0,0,0,0,0,0,1,2,50,1,2,50,3,3,100,4,5,80,0,0,0,1,2,50,Y
5195,17341,7,07,15150000,32.767,33.146,SR   55,0.379,0,0,0,0,0,0,0,0,0,5,13,38,9,17,53,7,17,41,12,30,40,0,0,0,9,17,53,Y
5196,18160,8,08,86471000,3.1,3.4,SR  821,0.3,0,0,0,0,0,0,0,0,0,6,12,50,15,22,68,2,7,29,8,19,42,0,0,0,15,22,68,Y
5197,16654,7,07,14010000,14.712,15.212,SR   45,0.5,0,0,0,0,0,0,0,0,0,3,6,50,4,7,57,5,6,83,8,12,67,0,0,0,4,7,57,N
5198,16567,7,07,10330000,1.455,1.855,SR  583,0.4,1,1,100,1,1,100,0,0,0,7,16,44,9,38,24,4,17,24,12,34,35,1,1,100,9,38,24,Y
5199,18166,8,08,86471000,4.1,4.5,SR  821,0.4,0,0,0,0,0,0,0,0,0,4,9,44,5,13,38,7,11,64,11,20,55,0,0,0,5,13,38,Y
5200,17992,8,08,77470001,0.1,0.307,SR  417,0.207,0,0,0,0,0,0,0,0,0,3,5,60,5,9,56,4,8,50,7,13,54,0,0,0,5,9,56,Y
5201,16651,7,07,14010000,13.612,14.312,SR   45,0.7,1,2,50,1,5,20,2,3,67,5,7,71,9,13,69,5,5,100,11,14,79,1,5,20,11,16,69,N
5202,17689,8,08,14470000,5.6,6,SR  589,0.4,0,1,0,0,1,0,0,1,0,2,5,40,4,7,57,3,8,38,5,14,36,0,1,0,4,8,50,N
5203,16273,7,07,10190105,0,0.211,SR  400,0.211,0,0,0,0,0,0,0,0,0,17,34,50,26,66,39,10,26,38,27,60,45,0,0,0,26,66,39,Y
5204,17464,7,07,15190013,0,0.271,SR   93,0.271,2,2,100,2,2,100,1,1,100,13,22,59,15,32,47,15,32,47,30,56,54,2,2,100,16,33,48,Y
5205,17236,7,07,15120000,2.7,3,SR  688,0.3,0,0,0,0,0,0,0,0,0,3,8,38,6,13,46,2,6,33,5,14,36,0,0,0,6,13,46,Y
5206,17197,7,07,15100000,0.111,0.611,SR  699,0.5,0,0,0,0,0,0,0,0,0,5,15,33,11,23,48,12,28,43,17,43,40,0,0,0,11,23,48,Y
5207,16564,7,07,10330000,0.155,0.655,SR  583,0.5,0,0,0,0,0,0,0,0,0,9,24,38,12,35,34,10,14,71,19,38,50,0,0,0,12,35,34,Y
5208,16474,7,07,10310000,2.3,2.9,SR  580,0.6,2,2,100,2,2,100,0,0,0,28,85,33,58,133,44,32,79,41,62,166,37,2,2,100,58,133,44,Y
5209,13939,6,06,87037000,3.8,4.4,SR  907,0.6,0,0,0,0,0,0,0,0,0,2,5,40,4,8,50,10,27,37,12,32,38,0,0,0,4,8,50,Y
5210,18337,8,08,87471000,17.084,17.384,SR  821,0.3,1,1,100,1,1,100,0,0,0,11,26,42,21,49,43,10,30,33,22,57,39,1,1,100,21,49,43,Y
5211,17107,7,07,15045000,0.4,0.9,SR   60,0.5,0,0,0,0,0,0,0,0,0,5,12,42,10,20,50,4,8,50,9,20,45,0,0,0,10,20,50,Y
5212,15346,7,07,08150000,1.8,2.3,SR   93,0.5,0,0,0,0,0,0,0,0,0,7,15,47,17,32,53,5,18,28,12,33,36,0,0,0,17,32,53,N
5213,15118,6,06,90020000,18.1,18.4,SR    5,0.3,0,1,0,0,1,0,0,4,0,3,7,43,11,23,48,1,2,50,4,10,40,0,1,0,11,27,41,N
5214,16822,7,07,14120000,31.3,32,SR   52,0.7,0,0,0,0,0,0,0,0,0,6,12,50,7,17,41,5,18,28,11,30,37,0,0,0,7,17,41,N
5215,15079,6,06,87300501,0,0.199,SR  924,0.199,0,0,0,0,0,0,0,0,0,15,43,35,34,78,44,18,42,43,33,85,39,0,0,0,34,78,44,Y
5216,17866,8,08,75470142,0.1,0.5,SR   91,0.4,1,1,100,1,1,100,0,0,0,1,5,20,2,8,25,3,7,43,5,13,38,1,1,100,2,8,25,Y
5217,14455,6,06,87150000,6.2,6.6,SR  997,0.4,0,0,0,0,0,0,0,0,0,2,6,33,6,20,30,6,7,86,8,13,62,0,0,0,6,20,30,N
5218,17641,8,08,11470000,9.7,10.2,SR   91,0.5,0,0,0,0,0,0,0,0,0,4,16,25,10,28,36,11,24,46,15,40,38,0,0,0,10,28,36,Y
5219,17347,7,07,15150023,0,0.3,SR   55,0.3,0,0,0,0,0,0,0,0,0,7,16,44,16,32,50,4,9,44,11,25,44,0,0,0,16,32,50,Y
5220,17413,7,07,15190000,2.8,3.1,SR   93,0.3,0,0,0,0,0,0,0,0,0,2,9,22,4,12,33,12,26,46,14,35,40,0,0,0,4,12,33,Y
5221,16738,7,07,14091000,2.7,3.1,SR   56,0.4,0,0,0,0,0,0,0,0,0,4,10,40,4,14,29,3,10,30,7,20,35,0,0,0,4,14,29,Y
5222,16471,7,07,10310000,1.6,1.9,SR  580,0.3,0,0,0,0,0,0,0,0,0,4,11,36,6,16,38,1,2,50,5,13,38,0,0,0,6,16,38,Y
5223,18238,8,08,86472000,19.8,20.1,SR  869,0.3,0,0,0,0,0,0,0,0,0,5,11,45,7,28,25,1,3,33,6,14,43,0,0,0,7,28,25,Y
5224,18172,8,08,86471000,6.1,6.6,SR  821,0.5,2,2,100,2,2,100,2,2,100,3,20,15,4,30,13,13,27,48,18,49,37,2,2,100,6,32,19,Y
5225,17008,7,07,15010101,0.8,1.1,SR  595,0.3,0,0,0,0,0,0,0,0,0,2,5,40,2,6,33,4,12,33,6,17,35,0,0,0,2,6,33,Y
